date,plot,plant_id,raceme_id,raceme_length,budding,mature,post_flowering,missing,fruiting,code,notes,notes2,finished,pollination_plant,previously finished
07-Jun,OTC4,1,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC4,1,7,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC4,1,8,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC4,1,9,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC4,2,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC4,2,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC4,2,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC4,3,1,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,OTC4,3,2,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,OTC4,3,3,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,OTC5,1,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC5,2,1,NA,,,,,NA,,Dying ,,n,,n
07-Jun,OTC5,3,1,NA,,,,,NA,,Near OTC,,n,,n
07-Jun,OTC5,4,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC5,4,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC6,1,1,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,OTC6,1,2,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,OTC6,1,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC6,1,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC6,1,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC6,2,1,NA,0,0,0,14,NA,,,,y,,n
07-Jun,OTC6,2,2,NA,0,0,0,16,NA,,,,y,,n
07-Jun,OTC6,2,3,NA,6,1,0,17,NA,,Bagged,,n,,n
07-Jun,OTC6,2,4,NA,0,0,0,12,NA,,,,y,,n
07-Jun,OTC6,2,5,NA,0,0,0,11,NA,,,,y,,n
07-Jun,OTC6,2,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC6,2,7,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC6,2,8,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC6,2,9,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC6,2,10,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC7,1,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC7,1,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC7,2,1,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,OTC7,2,2,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,OTC7,2,3,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,OTC7,3,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC7,3,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC7,3,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC7,3,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC7,4,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,OTC7,4,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON1,1,1,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,CON1,1,2,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,CON1,1,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON1,1,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON1,2,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON1,2,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON1,2,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON1,3,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON1,3,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON1,3,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON1,3,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON1,3,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,1,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,1,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,1,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,1,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,1,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,1,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,1,7,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,2,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,2,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,3,1,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON2,3,2,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON2,3,3,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON2,3,4,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON2,3,5,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON2,3,6,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON2,3,7,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON2,3,8,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON2,3,9,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON2,4,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,4,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,4,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,4,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,4,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,4,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,4,7,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON2,4,8,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,1,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,1,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,1,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,1,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,1,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,1,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,2,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,2,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,2,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,1,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,CON3,3,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,7,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,8,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,9,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,10,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,11,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,12,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,13,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,14,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,15,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,16,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON3,3,17,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,1,1,NA,0,0,0,12,NA,,,,n,,n
07-Jun,CON4,1,2,NA,,,,,NA,,aborted,,n,,n
07-Jun,CON4,1,3,NA,,,,,NA,,aborted,,n,,n
07-Jun,CON4,1,4,NA,,,,,NA,,aborted,,n,,n
07-Jun,CON4,1,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,1,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,1,7,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,1,8,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,1,9,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,1,10,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,2,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,2,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,2,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,2,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,2,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,2,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,2,7,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,2,8,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,2,9,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,3,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,3,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,3,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,3,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON4,4,1,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON4,4,2,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON4,5,1,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,CON4,5,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,1,1,NA,24,5,0,1,NA,,,,n,,n
07-Jun,CON5,1,2,NA,0,all?,0,0,NA,,,,n,,n
07-Jun,CON5,1,3,NA,25,0,0,0,NA,,,,n,,n
07-Jun,CON5,1,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,1,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,1,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,1,7,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,1,8,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,2,1,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,CON5,2,2,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,CON5,2,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,1,NA,19,2,0,8,NA,,,,n,,n
07-Jun,CON5,3,2,NA,10,2,0,10,NA,,,,n,,n
07-Jun,CON5,3,3,NA,26,1,0,1,NA,,,,n,,n
07-Jun,CON5,3,5,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,CON5,3,6,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,CON5,3,7,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,8,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,9,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,10,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,11,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,12,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,13,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,14,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,15,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,16,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,17,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,18,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,19,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON5,3,20,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON6,1,1,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON6,1,2,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON6,1,3,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON6,1,4,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON6,2,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON6,2,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON6,3,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON6,3,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON6,3,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON6,3,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON6,4,1,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,CON6,4,2,NA,,,,,NA,abr,aborted raceme,,n,,n
07-Jun,CON6,4,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON6,4,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON6,4,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON6,4,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,5,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,6,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,7,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,8,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,9,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,10,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,11,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,12,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,13,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,14,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,15,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,1,16,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,2,1,NA,,,,,NA,abr,aborted raceme,,n,y,n
07-Jun,CON7,2,2,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,3,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,4,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,5,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,6,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,7,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,8,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,9,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,10,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,11,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,12,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,13,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,14,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,15,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,16,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,17,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,2,18,NA,,,,,NA,bud,budding,,n,y,n
07-Jun,CON7,3,1,NA,,,,,NA,bud,Budding,,n,,n
07-Jun,CON7,3,2,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,3,3,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,3,4,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,4,1,NA,,,,,NA,bud,budding,,n,,n
07-Jun,CON7,4,2,NA,,,,,NA,bud,budding,,n,,n
