"Plot Title: CON-5"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10189831, SEN S/N: 10189831, LBL: ground temp)","Coupler Attached (LGR S/N: 10189831)","Host Connected (LGR S/N: 10189831)","Stopped (LGR S/N: 10189831)","End Of File (LGR S/N: 10189831)"
1,06/08/23 12:00:00  AM,10.259,,,,
2,06/08/23 12:30:00  AM,9.373,,,,
3,06/08/23 01:00:00  AM,8.680,,,,
4,06/08/23 01:30:00  AM,8.082,,,,
5,06/08/23 02:00:00  AM,7.582,,,,
6,06/08/23 02:30:00  AM,7.079,,,,
7,06/08/23 03:00:00  AM,6.573,,,,
8,06/08/23 03:30:00  AM,6.166,,,,
9,06/08/23 04:00:00  AM,5.860,,,,
10,06/08/23 04:30:00  AM,5.552,,,,
11,06/08/23 05:00:00  AM,5.244,,,,
12,06/08/23 05:30:00  AM,5.141,,,,
13,06/08/23 06:00:00  AM,5.141,,,,
14,06/08/23 06:30:00  AM,5.655,,,,
15,06/08/23 07:00:00  AM,6.978,,,,
16,06/08/23 07:30:00  AM,8.779,,,,
17,06/08/23 08:00:00  AM,10.651,,,,
18,06/08/23 08:30:00  AM,12.594,,,,
19,06/08/23 09:00:00  AM,14.804,,,,
20,06/08/23 09:30:00  AM,16.808,,,,
21,06/08/23 10:00:00  AM,18.711,,,,
22,06/08/23 10:30:00  AM,21.378,,,,
23,06/08/23 11:00:00  AM,22.621,,,,
24,06/08/23 11:30:00  AM,24.351,,,,
25,06/08/23 12:00:00  PM,26.000,,,,
26,06/08/23 12:30:00  PM,33.535,,,,
27,06/08/23 01:00:00  PM,29.853,,,,
28,06/08/23 01:30:00  PM,44.580,,,,
29,06/08/23 02:00:00  PM,44.334,,,,
30,06/08/23 02:30:00  PM,42.878,,,,
31,06/08/23 03:00:00  PM,46.850,,,,
32,06/08/23 03:30:00  PM,32.807,,,,
33,06/08/23 04:00:00  PM,28.060,,,,
34,06/08/23 04:30:00  PM,28.853,,,,
35,06/08/23 05:00:00  PM,26.879,,,,
36,06/08/23 05:30:00  PM,27.173,,,,
37,06/08/23 06:00:00  PM,25.319,,,,
38,06/08/23 06:30:00  PM,24.931,,,,
39,06/08/23 07:00:00  PM,23.677,,,,
40,06/08/23 07:30:00  PM,22.621,,,,
41,06/08/23 08:00:00  PM,20.996,,,,
42,06/08/23 08:30:00  PM,20.329,,,,
43,06/08/23 09:00:00  PM,19.092,,,,
44,06/08/23 09:30:00  PM,17.189,,,,
45,06/08/23 10:00:00  PM,15.951,,,,
46,06/08/23 10:30:00  PM,15.569,,,,
47,06/08/23 11:00:00  PM,15.473,,,,
48,06/08/23 11:30:00  PM,15.091,,,,
49,06/09/23 12:00:00  AM,14.900,,,,
50,06/09/23 12:30:00  AM,14.709,,,,
51,06/09/23 01:00:00  AM,14.804,,,,
52,06/09/23 01:30:00  AM,14.517,,,,
53,06/09/23 02:00:00  AM,13.750,,,,
54,06/09/23 02:30:00  AM,12.690,,,,
55,06/09/23 03:00:00  AM,12.304,,,,
