"Plot Title: CON-3"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10162813, SEN S/N: 10162813, LBL: ground temperature)","Host Connected (LGR S/N: 10162813)","Coupler Attached (LGR S/N: 10162813)","Stopped (LGR S/N: 10162813)","End Of File (LGR S/N: 10162813)"
362,06/15/23 12:30:00  PM,17.189,,,,
363,06/15/23 01:00:00  PM,32.394,,,,
364,06/15/23 01:30:00  PM,20.138,,,,
365,06/15/23 02:00:00  PM,18.236,,,,
366,06/15/23 02:30:00  PM,18.616,,,,
367,06/15/23 03:00:00  PM,17.094,,,,
368,06/15/23 03:30:00  PM,20.234,,,,
369,06/15/23 04:00:00  PM,23.484,,,,
370,06/15/23 04:30:00  PM,17.950,,,,
371,06/15/23 05:00:00  PM,16.523,,,,
372,06/15/23 05:30:00  PM,16.237,,,,
373,06/15/23 06:00:00  PM,16.808,,,,
374,06/15/23 06:30:00  PM,16.999,,,,
375,06/15/23 07:00:00  PM,16.141,,,,
376,06/15/23 07:30:00  PM,14.709,,,,
377,06/15/23 08:00:00  PM,14.230,,,,
378,06/15/23 08:30:00  PM,13.750,,,,
379,06/15/23 09:00:00  PM,13.076,,,,
380,06/15/23 09:30:00  PM,12.497,,,,
381,06/15/23 10:00:00  PM,12.013,,,,
382,06/15/23 10:30:00  PM,11.431,,,,
383,06/15/23 11:00:00  PM,11.334,,,,
384,06/15/23 11:30:00  PM,10.748,,,,
385,06/16/23 12:00:00  AM,10.357,,,,
386,06/16/23 12:30:00  AM,9.768,,,,
387,06/16/23 01:00:00  AM,8.481,,,,
388,06/16/23 01:30:00  AM,7.481,,,,
389,06/16/23 02:00:00  AM,7.782,,,,
390,06/16/23 02:30:00  AM,8.282,,,,
391,06/16/23 03:00:00  AM,8.779,,,,
392,06/16/23 03:30:00  AM,8.779,,,,
393,06/16/23 04:00:00  AM,8.978,,,,
394,06/16/23 04:30:00  AM,8.978,,,,
395,06/16/23 05:00:00  AM,8.779,,,,
396,06/16/23 05:30:00  AM,7.983,,,,
397,06/16/23 06:00:00  AM,8.382,,,,
398,06/16/23 06:30:00  AM,9.571,,,,
399,06/16/23 07:00:00  AM,10.357,,,,
400,06/16/23 07:30:00  AM,11.139,,,,
401,06/16/23 08:00:00  AM,12.304,,,,
402,06/16/23 08:30:00  AM,14.996,,,,
403,06/16/23 09:00:00  AM,18.616,,,,
404,06/16/23 09:30:00  AM,20.138,,,,
405,06/16/23 10:00:00  AM,21.091,,,,
406,06/16/23 10:30:00  AM,19.853,,,,
407,06/16/23 11:00:00  AM,22.238,,,,
408,06/16/23 11:30:00  AM,26.097,,,,
409,06/16/23 12:00:00  PM,23.196,,,,
410,06/16/23 12:30:00  PM,22.333,,,,
411,06/16/23 01:00:00  PM,26.390,,,,
412,06/16/23 01:30:00  PM,20.901,,,,
413,06/16/23 02:00:00  PM,20.424,,,,
414,06/16/23 02:30:00  PM,20.805,,,,
415,06/16/23 03:00:00  PM,18.521,,,,
416,06/16/23 03:30:00  PM,17.665,,,,
417,06/16/23 04:00:00  PM,17.379,,,,
418,06/16/23 04:30:00  PM,15.282,,,,
419,06/16/23 05:00:00  PM,14.804,,,,
420,06/16/23 05:30:00  PM,14.134,,,,
421,06/16/23 06:00:00  PM,14.230,,,,
422,06/16/23 06:30:00  PM,14.804,,,,
423,06/16/23 07:00:00  PM,13.942,,,,
424,06/16/23 07:30:00  PM,12.690,,,,
425,06/16/23 08:00:00  PM,12.207,,,,
426,06/16/23 08:30:00  PM,11.819,,,,
427,06/16/23 09:00:00  PM,11.334,,,,
428,06/16/23 09:30:00  PM,11.041,,,,
429,06/16/23 10:00:00  PM,10.944,,,,
430,06/16/23 10:30:00  PM,10.748,,,,
431,06/16/23 11:00:00  PM,10.357,,,,
432,06/16/23 11:30:00  PM,9.472,,,,
433,06/17/23 12:00:00  AM,8.680,,,,
434,06/17/23 12:30:00  AM,7.983,,,,
435,06/17/23 01:00:00  AM,7.079,,,,
436,06/17/23 01:30:00  AM,6.978,,,,
