"Plot Title: CON-4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163053, SEN S/N: 10163053, LBL: ground temp)","Good Battery (LGR S/N: 10163053)","Coupler Attached (LGR S/N: 10163053)","Host Connected (LGR S/N: 10163053)","Stopped (LGR S/N: 10163053)","End Of File (LGR S/N: 10163053)"
504,06/18/23 11:30:00  AM,11.334,,,,,
505,06/18/23 12:00:00  PM,12.690,,,,,
506,06/18/23 12:30:00  PM,9.176,,,,,
507,06/18/23 01:00:00  PM,10.944,,,,,
508,06/18/23 01:30:00  PM,24.351,,,,,
509,06/18/23 02:00:00  PM,23.100,,,,,
510,06/18/23 02:30:00  PM,24.545,,,,,
511,06/18/23 03:00:00  PM,25.610,,,,,
512,06/18/23 03:30:00  PM,21.951,,,,,
513,06/18/23 04:00:00  PM,12.207,,,,,
514,06/18/23 04:30:00  PM,10.553,,,,,
515,06/18/23 05:00:00  PM,10.944,,,,,
516,06/18/23 05:30:00  PM,10.063,,,,,
517,06/18/23 06:00:00  PM,9.373,,,,,
518,06/18/23 06:30:00  PM,8.481,,,,,
519,06/18/23 07:00:00  PM,7.882,,,,,
520,06/18/23 07:30:00  PM,7.381,,,,,
521,06/18/23 08:00:00  PM,7.179,,,,,
522,06/18/23 08:30:00  PM,6.471,,,,,
523,06/18/23 09:00:00  PM,5.757,,,,,
524,06/18/23 09:30:00  PM,5.244,,,,,
525,06/18/23 10:00:00  PM,4.519,,,,,
526,06/18/23 10:30:00  PM,3.683,,,,,
527,06/18/23 11:00:00  PM,2.624,,,,,
528,06/18/23 11:30:00  PM,2.088,,,,,
529,06/19/23 12:00:00  AM,1.548,,,,,
530,06/19/23 12:30:00  AM,2.088,,,,,
531,06/19/23 01:00:00  AM,2.624,,,,,
532,06/19/23 01:30:00  AM,2.837,,,,,
533,06/19/23 02:00:00  AM,3.049,,,,,
534,06/19/23 02:30:00  AM,2.837,,,,,
535,06/19/23 03:00:00  AM,2.837,,,,,
536,06/19/23 03:30:00  AM,2.943,,,,,
537,06/19/23 04:00:00  AM,3.367,,,,,
538,06/19/23 04:30:00  AM,3.683,,,,,
539,06/19/23 05:00:00  AM,3.788,,,,,
540,06/19/23 05:30:00  AM,3.893,,,,,
541,06/19/23 06:00:00  AM,4.207,,,,,
542,06/19/23 06:30:00  AM,4.519,,,,,
543,06/19/23 07:00:00  AM,4.934,,,,,
544,06/19/23 07:30:00  AM,5.552,,,,,
545,06/19/23 08:00:00  AM,6.573,,,,,
546,06/19/23 08:30:00  AM,7.582,,,,,
547,06/19/23 09:00:00  AM,8.581,,,,,
548,06/19/23 09:30:00  AM,9.571,,,,,
549,06/19/23 10:00:00  AM,8.779,,,,,
550,06/19/23 10:30:00  AM,9.571,,,,,
551,06/19/23 11:00:00  AM,10.161,,,,,
552,06/19/23 11:30:00  AM,11.334,,,,,
553,06/19/23 12:00:00  PM,12.497,,,,,
554,06/19/23 12:30:00  PM,13.461,,,,,
555,06/19/23 01:00:00  PM,13.558,,,,,
556,06/19/23 01:30:00  PM,13.846,,,,,
557,06/19/23 02:00:00  PM,13.461,,,,,
558,06/19/23 02:30:00  PM,14.038,,,,,
559,06/19/23 03:00:00  PM,12.594,,,,,
560,06/19/23 03:30:00  PM,11.334,,,,,
561,06/19/23 04:00:00  PM,10.553,,,,,
562,06/19/23 04:30:00  PM,9.472,,,,,
563,06/19/23 05:00:00  PM,8.779,,,,,
564,06/19/23 05:30:00  PM,8.182,,,,,
565,06/19/23 06:00:00  PM,7.381,,,,,
566,06/19/23 06:30:00  PM,6.877,,,,,
567,06/19/23 07:00:00  PM,6.978,,,,,
568,06/19/23 07:30:00  PM,6.674,,,,,
569,06/19/23 08:00:00  PM,5.962,,,,,
570,06/19/23 08:30:00  PM,5.450,,,,,
571,06/19/23 09:00:00  PM,4.934,,,,,
572,06/19/23 09:30:00  PM,4.623,,,,,
573,06/19/23 10:00:00  PM,4.207,,,,,
574,06/19/23 10:30:00  PM,4.102,,,,,
575,06/19/23 11:00:00  PM,4.207,,,,,
576,06/19/23 11:30:00  PM,4.207,,,,,
577,06/20/23 12:00:00  AM,4.102,,,,,
578,06/20/23 12:30:00  AM,4.102,,,,,
579,06/20/23 01:00:00  AM,3.998,,,,,
580,06/20/23 01:30:00  AM,3.893,,,,,
581,06/20/23 02:00:00  AM,3.893,,,,,
582,06/20/23 02:30:00  AM,3.998,,,,,
583,06/20/23 03:00:00  AM,3.893,,,,,
584,06/20/23 03:30:00  AM,3.788,,,,,
585,06/20/23 04:00:00  AM,3.578,,,,,
586,06/20/23 04:30:00  AM,3.472,,,,,
587,06/20/23 05:00:00  AM,3.472,,,,,
588,06/20/23 05:30:00  AM,3.367,,,,,
589,06/20/23 06:00:00  AM,3.578,,,,,
590,06/20/23 06:30:00  AM,3.893,,,,,
591,06/20/23 07:00:00  AM,4.519,,,,,
592,06/20/23 07:30:00  AM,5.244,,,,,
593,06/20/23 08:00:00  AM,5.141,,,,,
594,06/20/23 08:30:00  AM,5.552,,,,,
595,06/20/23 09:00:00  AM,6.166,,,,,
596,06/20/23 09:30:00  AM,6.370,,,,,
597,06/20/23 10:00:00  AM,6.268,,,,,
598,06/20/23 10:30:00  AM,6.166,,,,,
599,06/20/23 11:00:00  AM,6.573,,,,,
600,06/20/23 11:30:00  AM,7.079,,,,,
601,06/20/23 12:00:00  PM,7.481,,,,,
602,06/20/23 12:30:00  PM,10.553,,,,,
603,06/20/23 01:00:00  PM,11.139,,,,,
604,06/20/23 01:30:00  PM,9.866,,,,,
605,06/20/23 02:00:00  PM,8.879,,,,,
606,06/20/23 02:30:00  PM,9.472,,,,,
607,06/20/23 03:00:00  PM,10.063,,,,,
608,06/20/23 03:30:00  PM,10.455,,,,,
609,06/20/23 04:00:00  PM,8.879,,,,,
610,06/20/23 04:30:00  PM,8.879,,,,,
611,06/20/23 05:00:00  PM,9.866,,,,,
612,06/20/23 05:30:00  PM,10.259,,,,,
613,06/20/23 06:00:00  PM,9.373,,,,,
614,06/20/23 06:30:00  PM,8.481,,,,,
615,06/20/23 07:00:00  PM,7.782,,,,,
616,06/20/23 07:30:00  PM,8.182,,,,,
617,06/20/23 08:00:00  PM,7.782,,,,,
618,06/20/23 08:30:00  PM,7.381,,,,,
619,06/20/23 09:00:00  PM,7.079,,,,,
620,06/20/23 09:30:00  PM,6.877,,,,,
621,06/20/23 10:00:00  PM,6.775,,,,,
622,06/20/23 10:30:00  PM,6.573,,,,,
623,06/20/23 11:00:00  PM,6.674,,,,,
624,06/20/23 11:30:00  PM,6.573,,,,,
625,06/21/23 12:00:00  AM,6.166,,,,,
626,06/21/23 12:30:00  AM,5.450,,,,,
627,06/21/23 01:00:00  AM,4.727,,,,,
628,06/21/23 01:30:00  AM,4.831,,,,,
629,06/21/23 02:00:00  AM,5.347,,,,,
630,06/21/23 02:30:00  AM,5.655,,,,,
631,06/21/23 03:00:00  AM,5.860,,,,,
632,06/21/23 03:30:00  AM,6.064,,,,,
633,06/21/23 04:00:00  AM,5.962,,,,,
634,06/21/23 04:30:00  AM,6.064,,,,,
635,06/21/23 05:00:00  AM,6.166,,,,,
636,06/21/23 05:30:00  AM,6.166,,,,,
637,06/21/23 06:00:00  AM,6.370,,,,,
638,06/21/23 06:30:00  AM,6.471,,,,,
639,06/21/23 07:00:00  AM,6.775,,,,,
640,06/21/23 07:30:00  AM,7.481,,,,,
641,06/21/23 08:00:00  AM,7.983,,,,,
642,06/21/23 08:30:00  AM,7.782,,,,,
643,06/21/23 09:00:00  AM,7.682,,,,,
644,06/21/23 09:30:00  AM,8.082,,,,,
645,06/21/23 10:00:00  AM,8.779,,,,,
646,06/21/23 10:30:00  AM,9.275,,,,,
647,06/21/23 11:00:00  AM,9.176,,,,,
648,06/21/23 11:30:00  AM,10.161,,,,,
649,06/21/23 12:00:00  PM,11.139,,,,,
650,06/21/23 12:30:00  PM,10.846,,,,,
651,06/21/23 01:00:00  PM,10.748,,,,,
652,06/21/23 01:30:00  PM,11.139,,,,,
653,06/21/23 02:00:00  PM,11.041,,,,,
654,06/21/23 02:30:00  PM,10.161,,,,,
655,06/21/23 03:00:00  PM,10.161,,,,,
656,06/21/23 03:30:00  PM,12.497,,,,,
657,06/21/23 04:00:00  PM,13.365,,,,,
658,06/21/23 04:30:00  PM,13.461,,,,,
659,06/21/23 05:00:00  PM,13.654,,,,,
660,06/21/23 05:30:00  PM,11.819,,,,,
661,06/21/23 06:00:00  PM,11.334,,,,,
662,06/21/23 06:30:00  PM,10.944,,,,,
663,06/21/23 07:00:00  PM,10.748,,,,,
664,06/21/23 07:30:00  PM,10.161,,,,,
665,06/21/23 08:00:00  PM,9.669,,,,,
666,06/21/23 08:30:00  PM,8.879,,,,,
667,06/21/23 09:00:00  PM,7.582,,,,,
668,06/21/23 09:30:00  PM,6.471,,,,,
669,06/21/23 10:00:00  PM,5.655,,,,,
670,06/21/23 10:30:00  PM,5.450,,,,,
671,06/21/23 11:00:00  PM,4.934,,,,,
672,06/21/23 11:30:00  PM,4.623,,,,,
673,06/22/23 12:00:00  AM,4.311,,,,,
674,06/22/23 12:30:00  AM,3.893,,,,,
675,06/22/23 01:00:00  AM,3.155,,,,,
676,06/22/23 01:30:00  AM,3.049,,,,,
677,06/22/23 02:00:00  AM,3.155,,,,,
678,06/22/23 02:30:00  AM,2.303,,,,,
679,06/22/23 03:00:00  AM,1.872,,,,,
680,06/22/23 03:30:00  AM,1.980,,,,,
681,06/22/23 04:00:00  AM,2.303,,,,,
682,06/22/23 04:30:00  AM,3.155,,,,,
683,06/22/23 05:00:00  AM,3.261,,,,,
684,06/22/23 05:30:00  AM,3.155,,,,,
685,06/22/23 06:00:00  AM,3.472,,,,,
686,06/22/23 06:30:00  AM,3.683,,,,,
687,06/22/23 07:00:00  AM,4.207,,,,,
688,06/22/23 07:30:00  AM,5.037,,,,,
689,06/22/23 08:00:00  AM,6.064,,,,,
690,06/22/23 08:30:00  AM,5.962,,,,,
691,06/22/23 09:00:00  AM,8.978,,,,,
692,06/22/23 09:30:00  AM,9.472,,,,,
693,06/22/23 10:00:00  AM,9.965,,,,,
694,06/22/23 10:30:00  AM,11.334,,,,,
695,06/22/23 11:00:00  AM,12.883,,,,,
696,06/22/23 11:30:00  AM,12.690,,,,,
697,06/22/23 12:00:00  PM,14.517,,,,,
698,06/22/23 12:30:00  PM,18.521,,,,,
699,06/22/23 01:00:00  PM,30.054,,,,,
700,06/22/23 01:30:00  PM,34.691,,,,,
701,06/22/23 02:00:00  PM,31.370,,,,,
702,06/22/23 02:30:00  PM,30.963,,,,,
703,06/22/23 03:00:00  PM,32.704,,,,,
704,06/22/23 03:30:00  PM,32.704,,,,,
705,06/22/23 04:00:00  PM,20.615,,,,,
706,06/22/23 04:30:00  PM,18.140,,,,,
707,06/22/23 05:00:00  PM,17.665,,,,,
708,06/22/23 05:30:00  PM,16.046,,,,,
709,06/22/23 06:00:00  PM,14.900,,,,,
710,06/22/23 06:30:00  PM,13.558,,,,,
711,06/22/23 07:00:00  PM,13.269,,,,,
712,06/22/23 07:30:00  PM,12.690,,,,,
713,06/22/23 08:00:00  PM,11.528,,,,,
714,06/22/23 08:30:00  PM,10.161,,,,,
715,06/22/23 09:00:00  PM,9.077,,,,,
716,06/22/23 09:30:00  PM,8.182,,,,,
717,06/22/23 10:00:00  PM,7.381,,,,,
718,06/22/23 10:30:00  PM,6.877,,,,,
719,06/22/23 11:00:00  PM,6.471,,,,,
720,06/22/23 11:30:00  PM,5.860,,,,,
721,06/23/23 12:00:00  AM,5.141,,,,,
722,06/23/23 12:30:00  AM,4.623,,,,,
723,06/23/23 01:00:00  AM,4.207,,,,,
724,06/23/23 01:30:00  AM,3.788,,,,,
725,06/23/23 02:00:00  AM,3.367,,,,,
726,06/23/23 02:30:00  AM,2.943,,,,,
727,06/23/23 03:00:00  AM,2.624,,,,,
728,06/23/23 03:30:00  AM,2.195,,,,,
729,06/23/23 04:00:00  AM,1.872,,,,,
730,06/23/23 04:30:00  AM,1.656,,,,,
731,06/23/23 05:00:00  AM,1.330,,,,,
732,06/23/23 05:30:00  AM,1.221,,,,,
733,06/23/23 06:00:00  AM,1.221,,,,,
734,06/23/23 06:30:00  AM,1.548,,,,,
735,06/23/23 07:00:00  AM,2.624,,,,,
736,06/23/23 07:30:00  AM,4.519,,,,,
737,06/23/23 08:00:00  AM,6.370,,,,,
738,06/23/23 08:30:00  AM,7.682,,,,,
739,06/23/23 09:00:00  AM,10.748,,,,,
740,06/23/23 09:30:00  AM,11.819,,,,,
741,06/23/23 10:00:00  AM,12.497,,,,,
742,06/23/23 10:30:00  AM,13.461,,,,,
743,06/23/23 11:00:00  AM,14.517,,,,,
744,06/23/23 11:30:00  AM,15.187,,,,,
745,06/23/23 12:00:00  PM,17.379,,,,,
746,06/23/23 12:30:00  PM,21.282,,,,,
747,06/23/23 01:00:00  PM,31.064,,,,,
748,06/23/23 01:30:00  PM,29.552,,,,,
749,06/23/23 02:00:00  PM,27.173,,,,,
750,06/23/23 02:30:00  PM,23.484,,,,,
751,06/23/23 03:00:00  PM,29.552,,,,,
752,06/23/23 03:30:00  PM,24.062,,,,,
753,06/23/23 04:00:00  PM,21.473,,,,,
754,06/23/23 04:30:00  PM,19.567,,,,,
755,06/23/23 05:00:00  PM,20.615,,,,,
756,06/23/23 05:30:00  PM,18.521,,,,,
757,06/23/23 06:00:00  PM,17.665,,,,,
758,06/23/23 06:30:00  PM,16.523,,,,,
759,06/23/23 07:00:00  PM,14.613,,,,,
760,06/23/23 07:30:00  PM,12.401,,,,,
761,06/23/23 08:00:00  PM,11.916,,,,,
762,06/23/23 08:30:00  PM,11.139,,,,,
763,06/23/23 09:00:00  PM,10.455,,,,,
764,06/23/23 09:30:00  PM,9.965,,,,,
765,06/23/23 10:00:00  PM,9.965,,,,,
766,06/23/23 10:30:00  PM,9.965,,,,,
767,06/23/23 11:00:00  PM,9.965,,,,,
768,06/23/23 11:30:00  PM,9.965,,,,,
769,06/24/23 12:00:00  AM,9.965,,,,,
770,06/24/23 12:30:00  AM,9.866,,,,,
771,06/24/23 01:00:00  AM,9.768,,,,,
772,06/24/23 01:30:00  AM,9.768,,,,,
773,06/24/23 02:00:00  AM,9.571,,,,,
774,06/24/23 02:30:00  AM,9.571,,,,,
775,06/24/23 03:00:00  AM,9.373,,,,,
776,06/24/23 03:30:00  AM,9.176,,,,,
777,06/24/23 04:00:00  AM,8.978,,,,,
778,06/24/23 04:30:00  AM,8.680,,,,,
779,06/24/23 05:00:00  AM,8.581,,,,,
780,06/24/23 05:30:00  AM,8.581,,,,,
781,06/24/23 06:00:00  AM,8.779,,,,,
782,06/24/23 06:30:00  AM,9.373,,,,,
783,06/24/23 07:00:00  AM,8.978,,,,,
784,06/24/23 07:30:00  AM,10.161,,,,,
785,06/24/23 08:00:00  AM,11.722,,,,,
786,06/24/23 08:30:00  AM,11.819,,,,,
787,06/24/23 09:00:00  AM,12.401,,,,,
788,06/24/23 09:30:00  AM,12.883,,,,,
789,06/24/23 10:00:00  AM,13.365,,,,,
790,06/24/23 10:30:00  AM,15.187,,,,,
791,06/24/23 11:00:00  AM,16.046,,,,,
792,06/24/23 11:30:00  AM,16.046,,,,,
793,06/24/23 12:00:00  PM,17.094,,,,,
794,06/24/23 12:30:00  PM,17.284,,,,,
795,06/24/23 01:00:00  PM,27.272,,,,,
796,06/24/23 01:30:00  PM,29.752,,,,,
797,06/24/23 02:00:00  PM,32.911,,,,,
798,06/24/23 02:30:00  PM,34.585,,,,,
799,06/24/23 03:00:00  PM,28.754,,,,,
800,06/24/23 03:30:00  PM,25.902,,,,,
801,06/24/23 04:00:00  PM,20.138,,,,,
802,06/24/23 04:30:00  PM,18.140,,,,,
803,06/24/23 05:00:00  PM,17.760,,,,,
804,06/24/23 05:30:00  PM,17.570,,,,,
805,06/24/23 06:00:00  PM,17.379,,,,,
806,06/24/23 06:30:00  PM,16.141,,,,,
807,06/24/23 07:00:00  PM,15.664,,,,,
808,06/24/23 07:30:00  PM,14.325,,,,,
809,06/24/23 08:00:00  PM,14.038,,,,,
810,06/24/23 08:30:00  PM,13.173,,,,,
811,06/24/23 09:00:00  PM,12.304,,,,,
812,06/24/23 09:30:00  PM,11.819,,,,,
813,06/24/23 10:00:00  PM,10.944,,,,,
814,06/24/23 10:30:00  PM,10.063,,,,,
815,06/24/23 11:00:00  PM,9.571,,,,,
816,06/24/23 11:30:00  PM,9.077,,,,,
817,06/25/23 12:00:00  AM,8.581,,,,,
818,06/25/23 12:30:00  AM,8.082,,,,,
819,06/25/23 01:00:00  AM,7.882,,,,,
820,06/25/23 01:30:00  AM,7.882,,,,,
821,06/25/23 02:00:00  AM,8.082,,,,,
822,06/25/23 02:30:00  AM,7.782,,,,,
823,06/25/23 03:00:00  AM,7.079,,,,,
824,06/25/23 03:30:00  AM,6.573,,,,,
825,06/25/23 04:00:00  AM,6.064,,,,,
826,06/25/23 04:30:00  AM,5.655,,,,,
827,06/25/23 05:00:00  AM,5.347,,,,,
828,06/25/23 05:30:00  AM,5.141,,,,,
829,06/25/23 06:00:00  AM,5.141,,,,,
830,06/25/23 06:30:00  AM,5.552,,,,,
831,06/25/23 07:00:00  AM,6.674,,,,,
832,06/25/23 07:30:00  AM,7.983,,,,,
833,06/25/23 08:00:00  AM,9.472,,,,,
834,06/25/23 08:30:00  AM,10.553,,,,,
835,06/25/23 09:00:00  AM,14.613,,,,,
836,06/25/23 09:30:00  AM,15.951,,,,,
837,06/25/23 10:00:00  AM,16.713,,,,,
838,06/25/23 10:30:00  AM,17.475,,,,,
839,06/25/23 11:00:00  AM,18.901,,,,,
840,06/25/23 11:30:00  AM,19.472,,,,,
841,06/25/23 12:00:00  PM,17.950,,,,,
842,06/25/23 12:30:00  PM,16.999,,,,,
843,06/25/23 01:00:00  PM,20.234,,,,,
844,06/25/23 01:30:00  PM,24.641,,,,,
845,06/25/23 02:00:00  PM,26.097,,,,,
846,06/25/23 02:30:00  PM,31.268,,,,,
847,06/25/23 03:00:00  PM,24.738,,,,,
848,06/25/23 03:30:00  PM,19.092,,,,,
849,06/25/23 04:00:00  PM,15.951,,,,,
850,06/25/23 04:30:00  PM,15.951,,,,,
851,06/25/23 05:00:00  PM,16.332,,,,,
852,06/25/23 05:30:00  PM,15.951,,,,,
853,06/25/23 06:00:00  PM,16.046,,,,,
854,06/25/23 06:30:00  PM,15.569,,,,,
855,06/25/23 07:00:00  PM,15.473,,,,,
856,06/25/23 07:30:00  PM,14.709,,,,,
857,06/25/23 08:00:00  PM,13.750,,,,,
858,06/25/23 08:30:00  PM,13.173,,,,,
859,06/25/23 09:00:00  PM,12.690,,,,,
860,06/25/23 09:30:00  PM,12.110,,,,,
861,06/25/23 10:00:00  PM,11.722,,,,,
862,06/25/23 10:30:00  PM,10.748,,,,,
863,06/25/23 11:00:00  PM,9.768,,,,,
864,06/25/23 11:30:00  PM,8.978,,,,,
865,06/26/23 12:00:00  AM,8.581,,,,,
866,06/26/23 12:30:00  AM,8.082,,,,,
867,06/26/23 01:00:00  AM,7.882,,,,,
868,06/26/23 01:30:00  AM,8.082,,,,,
869,06/26/23 02:00:00  AM,8.182,,,,,
870,06/26/23 02:30:00  AM,8.282,,,,,
871,06/26/23 03:00:00  AM,8.382,,,,,
872,06/26/23 03:30:00  AM,7.782,,,,,
873,06/26/23 04:00:00  AM,7.582,,,,,
874,06/26/23 04:30:00  AM,7.280,,,,,
875,06/26/23 05:00:00  AM,6.877,,,,,
876,06/26/23 05:30:00  AM,6.471,,,,,
877,06/26/23 06:00:00  AM,6.471,,,,,
878,06/26/23 06:30:00  AM,6.268,,,,,
879,06/26/23 07:00:00  AM,6.978,,,,,
880,06/26/23 07:30:00  AM,8.282,,,,,
881,06/26/23 08:00:00  AM,9.965,,,,,
882,06/26/23 08:30:00  AM,10.553,,,,,
883,06/26/23 09:00:00  AM,13.942,,,,,
884,06/26/23 09:30:00  AM,14.421,,,,,
885,06/26/23 10:00:00  AM,14.709,,,,,
886,06/26/23 10:30:00  AM,16.523,,,,,
887,06/26/23 11:00:00  AM,16.523,,,,,
888,06/26/23 11:30:00  AM,16.999,,,,,
889,06/26/23 12:00:00  PM,17.284,,,,,
890,06/26/23 12:30:00  PM,18.140,,,,,
891,06/26/23 01:00:00  PM,28.555,,,,,
892,06/26/23 01:30:00  PM,34.163,,,,,
893,06/26/23 02:00:00  PM,37.604,,,,,
894,06/26/23 02:30:00  PM,30.963,,,,,
895,06/26/23 03:00:00  PM,25.319,,,,,
896,06/26/23 03:30:00  PM,18.616,,,,,
897,06/26/23 04:00:00  PM,17.950,,,,,
898,06/26/23 04:30:00  PM,16.999,,,,,
899,06/26/23 05:00:00  PM,15.187,,,,,
900,06/26/23 05:30:00  PM,14.134,,,,,
901,06/26/23 06:00:00  PM,12.883,,,,,
902,06/26/23 06:30:00  PM,12.304,,,,,
903,06/26/23 07:00:00  PM,12.013,,,,,
904,06/26/23 07:30:00  PM,12.013,,,,,
905,06/26/23 08:00:00  PM,12.110,,,,,
906,06/26/23 08:30:00  PM,11.819,,,,,
907,06/26/23 09:00:00  PM,11.236,,,,,
908,06/26/23 09:30:00  PM,10.651,,,,,
909,06/26/23 10:00:00  PM,10.161,,,,,
910,06/26/23 10:30:00  PM,10.357,,,,,
911,06/26/23 11:00:00  PM,10.357,,,,,
912,06/26/23 11:30:00  PM,9.866,,,,,
913,06/27/23 12:00:00  AM,10.063,,,,,
914,06/27/23 12:30:00  AM,10.063,,,,,
915,06/27/23 01:00:00  AM,9.866,,,,,
916,06/27/23 01:30:00  AM,9.866,,,,,
917,06/27/23 02:00:00  AM,9.768,,,,,
918,06/27/23 02:30:00  AM,9.669,,,,,
919,06/27/23 03:00:00  AM,9.472,,,,,
920,06/27/23 03:30:00  AM,9.373,,,,,
921,06/27/23 04:00:00  AM,9.176,,,,,
922,06/27/23 04:30:00  AM,8.680,,,,,
923,06/27/23 05:00:00  AM,8.779,,,,,
924,06/27/23 05:30:00  AM,8.481,,,,,
925,06/27/23 06:00:00  AM,8.282,,,,,
926,06/27/23 06:30:00  AM,8.680,,,,,
927,06/27/23 07:00:00  AM,9.176,,,,,
928,06/27/23 07:30:00  AM,9.472,,,,,
929,06/27/23 08:00:00  AM,10.944,,,,,
930,06/27/23 08:30:00  AM,11.236,,,,,
931,06/27/23 09:00:00  AM,14.325,,,,,
932,06/27/23 09:30:00  AM,14.517,,,,,
933,06/27/23 10:00:00  AM,14.804,,,,,
934,06/27/23 10:30:00  AM,15.760,,,,,
935,06/27/23 11:00:00  AM,16.237,,,,,
936,06/27/23 11:30:00  AM,17.189,,,,,
937,06/27/23 12:00:00  PM,18.045,,,,,
938,06/27/23 12:30:00  PM,20.996,,,,,
939,06/27/23 01:00:00  PM,31.268,,,,,
940,06/27/23 01:30:00  PM,20.901,,,,,
941,06/27/23 02:00:00  PM,20.615,,,,,
942,06/27/23 02:30:00  PM,18.521,,,,,
943,06/27/23 03:00:00  PM,17.665,,,,,
944,06/27/23 03:30:00  PM,22.429,,,,,
945,06/27/23 04:00:00  PM,20.424,,,,,
946,06/27/23 04:30:00  PM,18.426,,,,,
947,06/27/23 05:00:00  PM,17.570,,,,,
948,06/27/23 05:30:00  PM,16.808,,,,,
949,06/27/23 06:00:00  PM,15.569,,,,,
950,06/27/23 06:30:00  PM,15.282,,,,,
951,06/27/23 07:00:00  PM,14.900,,,,,
952,06/27/23 07:30:00  PM,14.421,,,,,
953,06/27/23 08:00:00  PM,13.846,,,,,
954,06/27/23 08:30:00  PM,13.365,,,,,
955,06/27/23 09:00:00  PM,12.690,,,,,
956,06/27/23 09:30:00  PM,12.110,,,,,
957,06/27/23 10:00:00  PM,11.625,,,,,
958,06/27/23 10:30:00  PM,11.139,,,,,
959,06/27/23 11:00:00  PM,10.748,,,,,
960,06/27/23 11:30:00  PM,10.259,,,,,
961,06/28/23 12:00:00  AM,9.965,,,,,
962,06/28/23 12:30:00  AM,9.669,,,,,
963,06/28/23 01:00:00  AM,9.472,,,,,
964,06/28/23 01:30:00  AM,9.077,,,,,
965,06/28/23 02:00:00  AM,8.680,,,,,
966,06/28/23 02:30:00  AM,8.382,,,,,
967,06/28/23 03:00:00  AM,8.082,,,,,
968,06/28/23 03:30:00  AM,7.782,,,,,
969,06/28/23 04:00:00  AM,7.381,,,,,
970,06/28/23 04:30:00  AM,7.280,,,,,
971,06/28/23 05:00:00  AM,7.179,,,,,
972,06/28/23 05:30:00  AM,7.079,,,,,
973,06/28/23 06:00:00  AM,7.280,,,,,
974,06/28/23 06:30:00  AM,7.582,,,,,
975,06/28/23 07:00:00  AM,8.082,,,,,
976,06/28/23 07:30:00  AM,9.275,,,,,
977,06/28/23 08:00:00  AM,10.846,,,,,
978,06/28/23 08:30:00  AM,12.110,,,,,
979,06/28/23 09:00:00  AM,15.664,,,,,
980,06/28/23 09:30:00  AM,15.760,,,,,
981,06/28/23 10:00:00  AM,15.951,,,,,
982,06/28/23 10:30:00  AM,16.999,,,,,
983,06/28/23 11:00:00  AM,17.570,,,,,
984,06/28/23 11:30:00  AM,18.616,,,,,
985,06/28/23 12:00:00  PM,18.711,,,,,
986,06/28/23 12:30:00  PM,20.805,,,,,
987,06/28/23 01:00:00  PM,24.351,,,,,
988,06/28/23 01:30:00  PM,18.996,,,,,
989,06/28/23 02:00:00  PM,16.332,,,,,
990,06/28/23 02:30:00  PM,15.855,,,,,
991,06/28/23 03:00:00  PM,19.187,,,,,
992,06/28/23 03:30:00  PM,20.519,,,,,
993,06/28/23 04:00:00  PM,19.377,,,,,
994,06/28/23 04:30:00  PM,18.711,,,,,
995,06/28/23 05:00:00  PM,17.379,,,,,
996,06/28/23 05:30:00  PM,16.903,,,,,
997,06/28/23 06:00:00  PM,17.570,,,,,
998,06/28/23 06:30:00  PM,16.332,,,,,
999,06/28/23 07:00:00  PM,16.141,,,,,
1000,06/28/23 07:30:00  PM,15.569,,,,,
1001,06/28/23 08:00:00  PM,14.517,,,,,
1002,06/28/23 08:30:00  PM,13.846,,,,,
1003,06/28/23 09:00:00  PM,13.269,,,,,
1004,06/28/23 09:30:00  PM,12.883,,,,,
1005,06/28/23 10:00:00  PM,12.594,,,,,
1006,06/28/23 10:30:00  PM,12.110,,,,,
1007,06/28/23 11:00:00  PM,11.528,,,,,
1008,06/28/23 11:30:00  PM,11.041,,,,,
1009,06/29/23 12:00:00  AM,10.748,,,,,
1010,06/29/23 12:30:00  AM,10.553,,,,,
1011,06/29/23 01:00:00  AM,10.357,,,,,
1012,06/29/23 01:30:00  AM,10.063,,,,,
1013,06/29/23 02:00:00  AM,9.965,,,,,
1014,06/29/23 02:30:00  AM,9.669,,,,,
1015,06/29/23 03:00:00  AM,9.472,,,,,
1016,06/29/23 03:30:00  AM,9.176,,,,,
1017,06/29/23 04:00:00  AM,9.176,,,,,
1018,06/29/23 04:30:00  AM,8.879,,,,,
1019,06/29/23 05:00:00  AM,8.779,,,,,
1020,06/29/23 05:30:00  AM,8.978,,,,,
1021,06/29/23 06:00:00  AM,9.373,,,,,
1022,06/29/23 06:30:00  AM,10.455,,,,,
1023,06/29/23 07:00:00  AM,11.139,,,,,
1024,06/29/23 07:30:00  AM,11.625,,,,,
1025,06/29/23 08:00:00  AM,12.787,,,,,
1026,06/29/23 08:30:00  AM,12.883,,,,,
1027,06/29/23 09:00:00  AM,16.523,,,,,
1028,06/29/23 09:30:00  AM,15.855,,,,,
1029,06/29/23 10:00:00  AM,15.760,,,,,
1030,06/29/23 10:30:00  AM,16.523,,,,,
1031,06/29/23 11:00:00  AM,16.903,,,,,
1032,06/29/23 11:30:00  AM,17.284,,,,,
1033,06/29/23 12:00:00  PM,17.570,,,,,
